Event	ID	Name			Wwise Object Path	Notes
	142245832	Play_player_booster			\Player\PlayerBooster\Play_player_booster	
	213519327	Play_player_spin_attack			\Player\PlayerAttack\Play_player_spin_attack	
	487948562	Play_titan_fs			\Titan\TitanLocomotion\TitanFS\Play_titan_fs	
	562256996	Play_player_jump			\Player\PlayerLocomotion\PlayerJump\Play_player_jump	
	706595652	Play_2d_ambience_loop			\Ambience\Play_2d_ambience_loop	
	780547719	Play_player_grapple_hit			\Player\PlayerGrapple\Play_player_grapple_hit	
	930574960	Stop_titan_missile_loop			\Titan\TitanMissile\Stop_titan_missile_loop	
	970928956	Stop_combat_music			\Music\Stop_combat_music	
	1250704139	Play_titan_sword_attack_hit			\Titan\TitanSwordAttack\Play_titan_sword_attack_hit	
	1282535387	Play_titan_trample_foot			\Titan\TitanTrample\Play_titan_trample_foot	
	1296203451	Play_titan_laser_shot			\Titan\TitanLaserAttack\Play_titan_laser_shot	
	1409958524	Play_titan_lantern_attack			\Titan\TitanLocomotion\TitanLanternAttack\Play_titan_lantern_attack	
	1543233419	Play_player_voc_death			\Player\PlayerVoc\Play_player_voc_death	
	1591569164	Play_player_destroy_weak_spot			\Player\PlayerAttack\Play_player_destroy_weak_spot	
	1641970538	Play_player_voc_grapple_pull			\Player\PlayerVoc\Play_player_voc_grapple_pull	
	1726608006	Play_titan_laser_aim			\Titan\TitanLaserAttack\Play_titan_laser_aim	
	1752755706	Stop_2d_ambience_loop			\Ambience\Stop_2d_ambience_loop	
	1786226075	Play_player_voc_attack			\Player\PlayerVoc\Play_player_voc_attack	
	1842908424	Play_titan_lantern_attack_seq			\Titan\TitanLocomotion\TitanLanternAttack\Play_titan_lantern_attack_seq	
	1884037509	Play_player_grapple_shoot			\Player\PlayerGrapple\Play_player_grapple_shoot	
	2116655569	Play_player_sword_hit			\Player\PlayerAttack\Play_player_sword_hit	
	2118095383	Play_player_breathe			\Player\PlayerBreathe\Play_player_breathe	
	2201492632	Play_titan_engine_lp			\Titan\TitanEngine\Play_titan_engine_lp	
	2390231879	Play_titan_fs_L			\Titan\TitanLocomotion\TitanFS\Play_titan_fs_L	
	2390231897	Play_titan_fs_R			\Titan\TitanLocomotion\TitanFS\Play_titan_fs_R	
	2713252876	Play_titan_lantern_charge			\Titan\TitanLocomotion\TitanLanternAttack\Play_titan_lantern_charge	
	2806366063	Play_player_voc_take_hit_soft			\Player\PlayerVoc\Play_player_voc_take_hit_soft	
	2812374800	Play_player_sword_hit_powerful			\Player\PlayerAttack\Play_player_sword_hit_powerful	
	3060992713	Play_titan_trample_voc			\Titan\TitanTrample\Play_titan_trample_voc	
	3131183803	Play_titan_voc_generic			\Titan\TitanVoc\Play_titan_voc_generic	
	3155474038	Play_combat_music			\Music\Play_combat_music	
	3166948436	Play_titan_missile_shot			\Titan\TitanMissile\Play_titan_missile_shot	
	3211564518	Play_test_sound			\Default Work Unit\Play_test_sound	
	3625340520	Play_player_fs_run_R			\Player\PlayerLocomotion\PlayerFootsteps\Play_player_fs_run_R	
	3625340534	Play_player_fs_run_L			\Player\PlayerLocomotion\PlayerFootsteps\Play_player_fs_run_L	
	3730000400	Play_player_voc_take_hit			\Player\PlayerVoc\Play_player_voc_take_hit	
	3830010507	Play_player_voc_jump			\Player\PlayerVoc\Play_player_voc_jump	
	3830687480	Play_titan_sword_attack_charge			\Titan\TitanSwordAttack\Play_titan_sword_attack_charge	
	3892312811	Play_titan_missile_explode			\Titan\TitanMissile\Play_titan_missile_explode	
	4003404733	Play_player_sword_slash			\Player\PlayerAttack\Play_player_sword_slash	
	4078825889	Play_player_fs			\Player\PlayerLocomotion\PlayerFootsteps\Play_player_fs	
	4256576244	Play_titan_engine_stop			\Titan\TitanEngine\Play_titan_engine_stop	

State Group	ID	Name			Wwise Object Path	Notes
	635115884	TitanState			\Default Work Unit\TitanState	

State	ID	Name	State Group			Notes
	748895195	None	TitanState			
	3775854796	TitanAlive	TitanState			
	3970465383	TitanDead	TitanState			

Effect plug-ins	ID	Name	Type				Notes
	213763167	Wwise Flanger (Custom)	Wwise Flanger			
	787701726	Wwise Flanger (Custom)	Wwise Flanger			
	3164629247	Holy	Wwise RoomVerb			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	9120438	sfx_player_voc_take_hit_1	Y:\Documents\Wwise Projects\Titaneers_WwiseProject\.cache\Windows\SFX\sfx_player_voc_take_hit_1_10C4C929.wem		\Actor-Mixer Hierarchy\Player\PlayerVoc\PlayerTakeHit\PlayerVocTakeHit\sfx_player_voc_take_hit_1		56804
	32228090	sfx_player_voc_attack_5	Y:\Documents\Wwise Projects\Titaneers_WwiseProject\.cache\Windows\SFX\sfx_player_voc_attack_5_10C4C929.wem		\Actor-Mixer Hierarchy\Player\PlayerVoc\PlayerVocAttack\sfx_player_voc_attack_5		35004
	33691868	sfx_player_voc_exhale_10	Y:\Documents\Wwise Projects\Titaneers_WwiseProject\.cache\Windows\SFX\sfx_player_voc_exhale_10_10C4C929.wem		\Actor-Mixer Hierarchy\Player\PlayerVoc\PlayerBreahte\PlayerExhale\sfx_player_voc_exhale_10		33200
	37548974	sfx_player_voc_attack_1	Y:\Documents\Wwise Projects\Titaneers_WwiseProject\.cache\Windows\SFX\sfx_player_voc_attack_1_10C4C929.wem		\Actor-Mixer Hierarchy\Player\PlayerVoc\PlayerVocAttack\sfx_player_voc_attack_1		49692
	41225851	sfx_player_voc_inhale_14	Y:\Documents\Wwise Projects\Titaneers_WwiseProject\.cache\Windows\SFX\sfx_player_voc_inhale_14_10C4C929.wem		\Actor-Mixer Hierarchy\Player\PlayerVoc\PlayerBreahte\PlayerInhale\sfx_player_voc_inhale_14		33234
	45768578	sfx_player_voc_effort_3	Y:\Documents\Wwise Projects\Titaneers_WwiseProject\.cache\Windows\SFX\sfx_player_voc_effort_3_10C4C929.wem		\Actor-Mixer Hierarchy\Player\PlayerVoc\PlayerVocJump\sfx_player_voc_effort_3		41196
	66095530	sfx_player_fs_placeholder_13	Y:\Documents\Wwise Projects\Titaneers_WwiseProject\.cache\Windows\SFX\sfx_player_fs_placeholder_13_10C4C929.wem		\Actor-Mixer Hierarchy\Player\PlayerLocomotion\Player_FS_Run\sfx_player_fs_placeholder_13		27250
	67129233	sfx_player_voc_effort_4	Y:\Documents\Wwise Projects\Titaneers_WwiseProject\.cache\Windows\SFX\sfx_player_voc_effort_4_10C4C929.wem		\Actor-Mixer Hierarchy\Player\PlayerVoc\PlayerVocJump\sfx_player_voc_effort_4		47810
	77741026	sfx_player_voc_exhale	Y:\Documents\Wwise Projects\Titaneers_WwiseProject\.cache\Windows\SFX\sfx_player_voc_exhale_10C4C929.wem		\Actor-Mixer Hierarchy\Player\PlayerVoc\PlayerBreahte\PlayerExhale\sfx_player_voc_exhale		34050
	79370748	sfx-player-fs-shoe_1	Y:\Documents\Wwise Projects\Titaneers_WwiseProject\.cache\Windows\SFX\sfx-player-fs-shoe_1_10C4C929.wem		\Actor-Mixer Hierarchy\Player\PlayerLocomotion\Player_FS\player_fs_shoe\sfx-player-fs-shoe_1		26524
	86772221	sfx-player-fs-equipment_3	Y:\Documents\Wwise Projects\Titaneers_WwiseProject\.cache\Windows\SFX\sfx-player-fs-equipment_3_10C4C929.wem		\Actor-Mixer Hierarchy\Player\PlayerLocomotion\Player_FS\player_fs_equipment\sfx-player-fs-equipment_3		26524
	88342394	sfx_placeholder_missile_explosion	Y:\Documents\Wwise Projects\Titaneers_WwiseProject\.cache\Windows\SFX\sfx_placeholder_missile_explosion_10C4C929.wem		\Actor-Mixer Hierarchy\Titan\TitanMissile\TitanMissileExplode\sfx_placeholder_missile_explosion		297456
	89322757	sfx_player_voc_inhale_12	Y:\Documents\Wwise Projects\Titaneers_WwiseProject\.cache\Windows\SFX\sfx_player_voc_inhale_12_10C4C929.wem		\Actor-Mixer Hierarchy\Player\PlayerVoc\PlayerBreahte\PlayerInhale\sfx_player_voc_inhale_12		32770
